Listing_Date,Seller_Type,Sold_Status,Sold_Date,Listing_Year,Listing_Make,Listing_Model,Mileage,Condition,Price,Listing_Color,VIN,City,State,Listing_Body_Type,Listing_Transmission,Listing_Transmission_Detail,Drivetrain,Listing_Model_Detail,Listing_URL,Listing_Title,Listing_Description
"09-02-2017, 07:26 PM",Private Party,1,"9-7-2017, 21:0", 2012,Porsche,Cayenne,31146,Used, $51000, Meteor Grey,WP1AC2A27CLA80387,,, Coupe,Auto, Tiptronic,4WD,,https://rennlist.com/forums/showthread.php?t=1023532,FS: 2012 Cayenne Turbo - Meteor Grey LOADED,"Cream of the crop one owner vehicle. This 2012 Porsche Cayenne Turbo with loads of options and Porsche Exclusive details has been well cared for in a non-smoking house. It has been garaged 75% of the time with the paint in like new condition. It's freshly detailed and ready to light up the road! Includes 18-way adaptive sport seats and XM Radio. The car has been fully maintained by Carlsen Porsche in Redwood City.

Added 9/3/17: The car has not been damaged (accident, etc.) or repainted at all.  All trim and paint is in excellent condition.  Leather is also in excellent condition, the front seats show wear appropriate for the mileage and the rear seats have rarely been used.  No smoking, or children.  We had a dog ride in the cargo area with a cover (since removed &amp; cleaned).  The Porsche cargo cover and owner's manual is included.

Drivetrain: All Wheel Drive
Exterior Color: Meteor Grey
Interior Color: 2 tone Natural Leather Espresso/Cognac
Engine: 4.8L Twin Turbo V8 500hp 516ft. lbs.
VIN: WP1AC2A27CLA80387
Fuel: Gasoline
Mileage: 31,146
Transmission: Automatic

Factory Installed Options --
VB - 2 tone Natural Leather Espresso/Cognac
AAD - Front Air Intakes Painted
AAY - Wing Mirror Painted
ADF - Extended Leather Trim Package with Grab Handles in Leather
ADG - Sun Visors Leather
AFX - Floor Mats with Color Logo and Leather Surround
AZQ - Leather Dashboard Trim Interior Package
CK0 - 21"" Cayenne Sport Edition Wheels with Arch Extension
VW5 - Thermal &amp; Noise Insulating Glass with Privacy Glass
0AW - PDCC
1Y1 - PTV Plus
2JX - Stainless Steel Front &amp; Rear Skid Plates
3FU - Panorama Roof System
3S1 - Roof Rails with Moldings in Aluminum
4D3 - Seat Ventilation Front
7D7 - Six-Disc CD/DVD Auto-changer
7V3 - Instrument Dials in White
7X8 - Reversing Camera with Park Assistant Front &amp; Rear
9VJ - Burmester High End Surround Sound System
0NA - Deletion of Model Designation
QH1 - Voice Control
PH6 - Anthracite Birch Interior
5MB - Anthracite Birch Interior
6Q3 - Anthracite Birch Gear Selector
PP6 - Light Comfort Package with Memory
9MB - Dimmable Interior LED Lighting
4GG - Heated Windscreen with Insulated Privacy Glass

Original MSRP was $141,055.00. Clean title.
		"
"06-28-2017, 02:41 PM",Private Party,0,, 2014,Porsche,911,9700,Used, $131000, Black,,,, Coupe,Auto, PDK,2WD, GT3,https://rennlist.com/forums/showthread.php?t=997181,2014 Porsche GT3,"Immaculate 2014 GT3. Need to make room for incoming 2018. Xpel to the A pillars, Red belts and gauges. Front lift and more. Steel brakes. Meticulously maintained. She needs a good new home!

PM for more photos.
		"
"08-27-2017, 01:52 PM",Private Party,0,, 2016,Porsche,Cayman,5051,Used, $102981, Guards Red,WP0AC2A86GK191434,,PA, Coupe,Manual, Manual - 6 speed,2WD, Cayman GT4,https://rennlist.com/forums/showthread.php?t=1021349,2016 Cayman GT4 l LWB l Guards Red,"2016 Porsche Cayman GT4
5000 miles
Guards Red
Full Buckets
CDR Plus radio
Full Leather with plat stitching
Luggage net in footwell
Painted Key
Porsche indoor car cover
Full SunTek Clear Bra
Clear LED sidemarkers

I am the second owner. I bought the car with under 400 miles. The car had a proper break in and oil changed at 1k miles and 5k miles. The car had a clean DME report when I bought it from Porsche Atlanta Perimeter, and since I have owned it, it has never seen over 6k RPM. The car has zero track miles. There is a small scratch below the P in porsche on the rear of the car (see last image)
Feel free to email or pm me any questions.


		"
"08-25-2017, 10:46 AM",Dealer Inventory,0,, 2002,Porsche,Boxster,82525,Used, $11900, SPEED YELLOW,WP0CA29822U625154,Larchmont NY,, Cabriolet,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1020130,2002 BOXSTER,"This 2002 Boxster is in STELLAR condition. Clean car fax, 3 owner car local trade in. Service records available through car fax. 


BASE	Porsche Base Model	42,600.00
391	17"" Wheels - Boxster Design	1,230.00
446	Wheel Caps with Colored Crest	175.00
AA	Black Partial Leather	0.00
M6A	Black Mats - Porsche lettering	95.00
P10	Sport Touring Package	3,820.00
P14	Heated Front Seats Package	415.00
V9	Black Top	0.00
X4	Speed Yellow	0.00
XMK	Roll Bar Painted Exterior Clr	530.00
XSC	Porsche Crest in Headrest	215.00
 	Total Options	6,480.00
 	Total Charges	765.00
 	Total Order	49,845.00
		"
"08-17-2017, 05:05 PM",Dealer Inventory,0,, 2014,Porsche,911,21242,Used, $122995, Mahogany Metallic,WP0AD2A98ES167476,Larchmont NY,, Coupe,Auto, PDK,4WD,,https://rennlist.com/forums/showthread.php?t=1011496,2014 911 Turbo,"2014 Certified exterior in Mahogany Metallic, Natural interior Leather Interior in Espresso. Very rare color combination. Has full front 3m wrap.

250	Porsche Doppelkupplung (PDK)	
342	Seat heating (front)	
345	Steering wheel heating	
425	Rear Wiper	
429	20"" 911 Turbo Wheels	
446	Wheel center caps with colored Porsche Crest	
456	Adaptive cruise control incl. Porsche Active Safe (PAS)	
498	Deletion of Model Designation	
509	Fire Extinguisher	
581	Luggage net in passenger footwell	
583	Smoking package	
602	LED headlights incl. Porsche Dynamic Light System Plus (PDLS Plus)	
638	ParkAssist (Front and Rear) incl. Reversing Camera
640	Sport Chrono Package	
653	Electric Slide/Tilt Sunroof in Glass	
748	Power folding side mirrors	
844	Multifunction steering wheel	
998	Natural Leather Interior	
EEN	Brushed Aluminum Interior Package (i.c.w. Leather Interior &amp; PDK)
NE	Natural Leather Interior in Espresso	
P07	Adaptive Sport Seats Plus (18-way) with Memory Package	XHB	Center console trim in leather	
XWK	Sport Seats Plus Backrest Shells in Leather	
Y8	Mahogany Metallic
		"
"08-17-2017, 04:31 PM",Dealer Inventory,0,, 1987,Porsche,911,7273,Used, $95000, Black,WP0EB0915HS162038,Larchmont NY,, Targa,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1011489,1987 Targa,"1 owner, Mint condition, original window sticker. Super clean and very low miles. Interior appears and smells like new. You will not find a cleaner car.
		"
"08-17-2017, 04:10 PM",Dealer Inventory,0,, 1989,Porsche,911,8978,Used, $285000, Black,WP0EB0934KS070430,Larchmont NY,, Cabriolet,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1011486,1989 Slantnose,"1 of only 25 slantnose turbo cabriolet made in 1989. One owner, 8,978 miles in pristine condition. Black with a  linen/burgundy interior. Never painted. Original window sticker, owners manual, tool kit, car cover, 2 keys. Rootwood dashboard, Tonneau cover, shorter gear shift lever, raised hub steering wheel.

Pm me with questions.
		"
"08-17-2017, 04:52 PM",Dealer Inventory,0,, 1984,Porsche,,23782,Used, $79850, Black,WP0AB0918ES121459,Larchmont NY,, Coupe,Manual, Manual - 5 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1011494,1984 911 Carrera,"Very well kept 911 coupe with front and rear spoilers, 16 inch wheels, limited slip differential, 2 owner car. Have original window sticker. This car is a GEM.
		"
"03-10-2017, 11:29 AM",Private Party,0,, 2015,Porsche,911,3250,Used, $75700, Guards Red,WP0AA2A97FS100149,,, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=979449,"2015 Porsche 911 Guards Red 7 Speed Manual Immaculate 2,200 Miles","Selling my tastefully optioned 2015 Porsche 911 Guards Red 7 Speed Manual with 3,250 miles.  I have clean title in hand.  Car is immaculate and just recently had oil change and brake fluid flush performed by Porsche dealership.  

In Service Date January 2015.

-Sport Exhaust System
-20"" Carrera S Wheels Platinum Satin
-Sport Chrono Package
-Full LED Headlights w/ PDLS
-Bose Audio
-Glass Sunroof
-SportDesign Steering Wheel
-And lastly, MANUAL!
		"
"08-01-2017, 03:32 PM",Private Party,0,, 2005,Porsche,911,58000,Used, $59000, Midnight Blue Metallic,WP0CB29915S675842,Boston,, Cabriolet,Manual, Manual - 6 speed,4WD, 996 Turbo,https://rennlist.com/forums/showthread.php?t=1002575,2005 996 Turbo S Cabriolet,"Stunning Midnight Blue Metallic Turbo S Cabriolet with a Metropol Blue top, Graphite Gray FULL leather interior and a removable Midnight Blue Metallic Blue Hard Top.  The Turbo S included the X50 package as well as the Carbon PCCB brakes with the BIG YELLOW calipers.  This resulted in Factory 444 HP and a 0-60 of reportedly 3.8 seconds.  Oil changes were all with synthetic oil only (Every 3000 miles with new filer) and annual brake fluid flush.  Recent service with PPI performed at local independent Porsche mechanic, Rennstadt Racing was completely clear.  The aftermarket stereo was originally over 10K.  Overall, excellent condition.

Plugs and coils were just done &lt;1000 miles ago as was a full compounding and buffing.

This car has been tastefully upgraded and includes the following modifications:

BBS RS-GT 3 piece wheels with new tires
Bilstein PSS-10 coilovers
Tarrett front adjustable swaybar links
Agency Power Titanium exhaust with 100 cell cats
Forge Motorsports billet blow off valve
Forge Motorsports Silicon Turbo Hoses
Kenwood DDX814 Double DIN DVD with navigation and Sirius
McIntosh MC440 6 channel amplifier
Morel Elate dash speakers
Focal door subwoofers
Rainbow rear speakers
Aftermarket carbon fiber - door pulls, door covers, radio surround, center console, console cover (Stock items included)
Factory 997 carbon fiber shifter and parking brake (Original Turbo S items included)
Das Schild hood protector
Motivemods SmartTop
Wind deflector
Hardtop and storage cover with upgraded 997 mounts
Factory 997 short shift kit  (OEM long throw shifter included)
Manuals, manual case, original window sticker and 2 factory keys are included

Clear bra is installed but has served its purpose and should be replaced if you want the car to look mint.  Also, there is an ""accident"" listed on the CARFAX, prior owner had forgotten to set the parking brake and the car hit a mailbox - rear bumper cover replaced with factory OEM piece.  There are signs of very mild wear on the drivers seat bolster.

Additional pictures are available.  Car is ready to be picked up and driven home, even across the country.  Can assist with shipping arrangements.
		"
"09-05-2017, 04:18 PM",Private Party,0,, 2016,Porsche,911,11000,Used, $87900, Black,WP0AA2A97GS106700,Dallas / TX,, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1023966,"2016 911 CARRERA BLACK EDITION - 11,XXX MILES","2016 Porsche 911 C2 Black Edition 7-Speed Manual in Jet Black Metallic located in Fort Worth, TX. 

This has been my everyday driver since new in January of 2016.

The car is garage kept and is in near new condition. No accidents or paintwork and a clean CARFAX vehicle history report.

Original MSRP: $103,040

Asking price is $87,900 OBO.

For additional info or photos feel free to text/call: 580-306-7575

BASE 911 Carrera Black Edition 88,800.00
176 Sport Exhaust System 2,950.00
2T Jet Black Metallic 710.00
541 Seat Ventilation (Front) 840.00
583 Smoking package 0.00
625 Porsche Entry &amp; Drive 1,090.00
630 Light Design Package 510.00
651 Electric slide/tilt sunroof 1,490.00
658 Power Steering Plus 270.00
AQ Standard Interior with Leather Seats (8-way/14-way) in Black 1,555.00
EET Interior Package Painted i.c.w. Standard Interior 510.00
XDG Wheels Painted in Black i.c.w. 911 Turbo Wheels 1,635.00
XEY LED Headlights in Black incl. Porsche Dynamic Light System Plus (PDLS Plus) 745.00
XXG Clear Glass Taillights 650.00
XYG Center console trim painted 290.00
ZAB Ornamental Porsche Crest 0.00 

Total Options 13,245.00

		"
"09-05-2017, 04:50 PM",Private Party,0,, 1982,Porsche,911,4934,Used, $59900, WINE RED,WP0AA0913CS120591,,, Coupe,Manual, Manual - 5 speed,2WD, 911,https://rennlist.com/forums/showthread.php?t=1023972,True Time Capsule! 1982 Porsche 911 SC WITH ONLY 5k MILES!!! ONE OWNER,"Once again, I am not a dealer. I am a Porsche enthusiast with a large collection of Porsche cars. I am selling my personal car. Nolan and Robb from IB has approved my postings. Please do not remove or PM before for clarification.

This is an original 1982 911 Super Carrera or SC with ONLY 5K original miles and one owner.
It is Wine red on tan leather. Full history of the car is included in the sale including all service records and window sticker.

The car is in excellent like new condition inside and out.

Has following options:

- Option group M05
- Automatic speed control
- Electric sliding roof
- 172 HP engine with fuel injection
-5 speed manual
-Power windows
- Center console
- Power heated mirrors
- Blaupunkt Radio
- Veloce alloy wheels

In 1986 the front and rear fenders were replaced with original 930 Turbo widebody fenders by Porsche of Sarasota. Only the fenders were repainted to match the rest of the car. All records of the conversion come with the sale.

VIN: WP0AA0913CS120591
		"
"07-21-2017, 01:27 PM",Private Party,0,, 1995,Porsche,,129600,Used, $12900, Slate Gray,,Enterprise,Al., Coupe,Manual, Manual - 6 speed,2WD, 968,https://rennlist.com/forums/showthread.php?t=1000753,1995 968 COUPE 6 SPEED SLATE GRAY,"I am looking to sell my 1995 968 coupe. I WILL LOOK AT ALL FAIR OFFERS.  I bought the car to enjoy in my retirement, but it seems my heart has other plans. The car has 129600. miles on it. The car has a clean Carfax, is a great driver, has a really nice interior, no modifications except a radio, and I have the original radio. This car shifts great, runs great, everything works, all gauges, even the outside temp gauge works. It is 1 of 20 in Slate gray with light gray interior.
The car does have some minor cosmetic needs. A tire came off a flatbed and hit the front of the car at low speed. It put a small crease in the hood and scratched up the right headlight cover, The bumper cover was also hit, but all the parts are easily repaired. I have an estimate form our local shop,(who has done several Sema factory five cars) of 1800.00 to completely fix the front and repaint from the doors forward. I do show the issues in the pictures. The rest of the car is shiny, but has some scuffs and chips from driving.
Timing belt, water pump, etc. have all been done within the last 3 years. Fresh service done, the car is ready to drive anywhere. Cold AC, hot heat, new Lloyds front floor mats. I can send more pics if needed. Thanks.
		"
"07-27-2017, 07:03 PM",Private Party,0,, 2019,Porsche,911,197000,Used, $8500, Red,,Seattle,WA, Coupe,Manual, Manual - 4 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1001857,2000 911 roller,"Located in the Seattle area.

I will try to be as thorough as possible, and am more than happy to answer any questions. More pictures can also be provided. 
The car is a 2000 911 with ~197k on the clock. Non factory aero kit and complete repaint. It was involved in an accident on track last year. I ran up and over a bit or curbing that was much higher than anticipated at 40 MPH or so. This kicked the rear end of the car up, and upon bottoming out it put a hole in the oil pan and cracked the bottom of the engine block. I believe this also bent the driver side rent strut, and broke the driver side wheel(cheap cast wheels). There was very minimal body damage to the front splitter with a crack on the driver side lip, and the nozzle cover portion of the headlight also went missing. The gap on the hood from the bumper is slightly uneven as well though it was not completely perfect prior to this incident. Slight rub marks over passenger rear wheel arc can be buffed out. I took care of a portion just to make sure and can get this done if anyone is skeptical

I had intended to swap a ls3 into the car, but time for this has dried up so I am looking to pass the project on. I would be willing to sell either with or without the bulk of the track parts. I can remove the seats/harnesses/cage in about 30 minutes and replace with all stock items. 

I am asking 10k as is or 8k without the interior track modifications and GT3 front control arms. 

Track parts I put on the car:
GT3 front control lower arms
Tarret rear upper control arms
Michelin Pilot Super Sport tires
Pagid track pads
4 point bolt in cage
-Still have all stock interior pieces. Rear ""seats"" were taken out to accommodate the bolt in cage. Both front and rear are in good condition with no large rips/tears etc. 


Here's a list of what was done shortly before I purchased the car in spring 2016.

Wind shield and seal*

Front wheel bearings*

Front brake pads*

Front A arms*

Front drop links*

Front struts*

Air oil separator*

Rear main seal*

IMS bearing L&amp;N engineering*

Clutch Kit (pressure plate, disc, throug*hout bearing and pilot bearing)

Spark plugs , tubes ,seals, Coils.*

Intake plenum boots front and rear*

Brake fluid*

Coolant*

Cabin filter*

Rear struts*

Motor mounts*

Gear box oil*

Battery*

Alignment*

Fab speed mufflers*

Any other questions ask away. PM on this site works great.

Edit: seats gone, price reduction
		"
"08-09-2017, 11:14 AM",Private Party,0,, 2005,Porsche,911,54000,Used, $31000, Midnight Metallic Blue,,,, Cabriolet,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1006287,For Sale By Owner,"A really sweet Factory Original with certificate of authenticity - 997 Cab, Leather - Memory Seats, 6 CD changer, all new rubber @ 44k.  New front brakes, plugs &amp; coils.
		"
"09-05-2017, 11:05 PM",Private Party,0,, 1994,Porsche,911,43000,Used, $112000, White,,,, Speedster,Auto, Tiptronic,2WD, 964 C2,https://rennlist.com/forums/showthread.php?t=1024023,Speedster 964,"1994 Speedster for sale. A great car (3 owners) that is mechanically sound with a few small cosmetic issues (small rear bumper ding that cracked paint, rear spoiler has crack and top is fraying in corner on driver side). Have all the service records and all the books. Options includes Tiptronic transmission, comfort seats and 3 piece wheels. Please call with any questions.  858-442-1013
		"
"09-02-2017, 03:27 PM",Private Party,0,, 2011,Porsche,Panamera,50400,Used, $39000, Black,,,, Coupe,Auto, PDK,4WD,,https://rennlist.com/forums/showthread.php?t=1023497,2011 Porsche Panamera 4 Black,"Hello fellow Rennlisters, I have decided to list my Panamera 4 for sale. I am looking to get into a 997 or a 991 (coupe only), so if there is a trade I may be interested. 

Car is beautiful, all service up to date and shows very nicely.  Car has no mechanical issues and is still currently under CPO for another 2 weeks. I welcome inspections.  Price is OBO but I feel I am priced fairly. Please PM or reach out for any other questions!

Car is located in the midwestern region.
		"
"08-29-2017, 02:46 AM",Private Party,0,, 1982,Porsche,911,165000,Used, $32000, Guards Red,,SoCal,, Targa,Manual, Manual - 5 speed,2WD, 911,https://rennlist.com/forums/showthread.php?t=1022588,1982 911SC Targa - Guards Red,"Reluctantly selling my beautiful 1982 911SC Targa to make way for a new toy. Mechanically the car has always been sound. The previous owner had a top-end rebuild somewhere around 150k miles. Currently it sits with 165k miles. I've owned it since 2014 and have put roughly 5k miles since then. The motor runs very smooth and I have passed CA smog every year no problems. This is a very reliable driver's car with a little love needed on the interior. Attached are some basic glamour shots that I had handy - I will post more interior shots soon. 

Asking $32,000 obo

Work done under my ownership:

- Full tune-up (plugs, cap, rotor, injectors/seals, valve adj.)
- rebuilt front suspension w/ new LCA bushings
- Re-valved Bilstein shocks front and rear
- Lowered to Euro ride height w/ bump steer spacer
- full windows-out repaint to Porsche Guards Red (2016)
- all new window seals, targa seal, and body seals
- heater backdate (still have original AC parts)
- rebuilt front brake calipers with pistons cleaned and new seals


Upgrades:

- 16x7 Fuchs front and 16x9 Fuchs rear refinished by the famous Al Reed (still have original pair of 16x6 Fuchs
- Euro rear bumperettes w/ no holes in rear bumper (professionally done)
- New H4 euro headlights with painted bezels (have original sugar scoops)
- Dansk chrome exhaust tip
- Carrera front spoiler w/ integrated fog lights (have original SC fogs somewhere)
- Genuine Porsche front spoiler lip
- Toyo Proxes front and rear in good condition and plenty of tread (date stamp 4113)
- Rolled fender lips front and rear
- Momo steering wheel
- White gauges (done by previous owner but still have original black gauges)

Exterior: 10/10
Interior: 6/10
Suspension: 8/10
Engine: 8/10


It's possible I've forgotten to mention some items, but I'd be happy to answer any questions. Feel free to text or call. Car is located in Southern California (Redlands).

(909)633-8three71

-Matt
		"
"09-04-2017, 10:00 PM",Private Party,0,, 2010,Porsche,911,29500,Used, $109000, White,WP0AC2A95AS783259,Denver,CO, Coupe,Manual, Manual - 6 speed,2WD, GT3,https://rennlist.com/forums/showthread.php?t=1023861,2010 GT3 w/PCCB FULL LEATHER *MINT*,"I've got RS Fever! I have to let a couple things go to get into a GT3RS. This is an awesome buy. CLEAN is the one word I would use to describe it. It shows very little signs of wear. It really looks like a Garage Queen. It needs absolutely nothing. (Other than your own mods) It has great options and loaded. If yo

29,500 original miles
Carrera White with Black interior
Factory Carbon Ceramic Composite Brakes
Sound Package Plus
Bluetooth phone interface
Sport Chrono package
Self dim mirrors
PCM 3.0 extended navigation
Porsche Crest headrest
Footrest aluminum
Universal audio package
Produced in July 2009
Original MSRP $137K

This is a stock car... With the exception of: 
Full Clear bra Front Bumper, Fenders and Hood.(You will not find a rock chip ANYWHERE!)
Satin Black PAINTED Side mirrors, Rear wing, Engine cover diffuser, and induction scoops. (This really gives the car a GT3RS look)
Satin Black powdercoated stock GT3 Wheels. 
Painted Satin Black in bumper cover Licence plate area Euro Bumper cover. 
Front PU bumper lips shows minor scrapes 
You will not find a scratch, dent or rock chip on this car it was a former garage queen.
All Books/Manual
All tools COMPLETE Incl. Center Lock Wheel tool. 
2 Keys
New Michelin Tires less than 300 miles ago
Spark Plugs replaced by dealer 1000 Miles ago
Newer Brake Pads
NEEDS NOTHING!
No longer under warranty but was a former Pre-Owned Certified Porsche. Which means it went through a thorough inspection at the time.

You will be shocked at how good this car looks, Not a rock chip or scratch anywhere!. Cosmetically and Mechanically it is in EXCELLENT condition. I am more than happy to assist with a buyer paid PPI at my local dealer. I have owned 18 Porsches over the past 15 years. I have a mechanic I trust at my local dealer. It will pass with flying colors. The only flaw I can report. I think the p/o had carbon GT2 bucket seats in the car and swapped them out with a set of seats that were not original to the car (They have red stitching where the full leather interior is silver stitching. The seats that were swapped are in excellent condition and do have alcantara inserts. The drivers seat has a burn hole in the cushion. The steering wheel shows the normal alcantara steering wheel wear.  Otherwise the interior looks incredible. This is a clean GT3. I plan on posting a walk around video this week.
		"
"08-31-2017, 01:05 PM",Dealer Inventory,0,, 2005,Porsche,911,26100,Used, $42000, Black,,Knoxville,TN, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1023102,"2005 Porsche 997 Carrera S 6-Speed with only 26,100 miles upgraded IMS!","On Consignment for our client in Colorado.


2005 Porsche 997 Carrera S with only 26,100 miles.  

6-speed manual transmission, IMS upgrade done by the dealer before this owner purchased the car.  Zero ignitions in range 3, 4, 5, and 6.  Only 121 ignitions in range 2.  


Full leather, heated seats, 19 inch Sport Design Wheels, Rear wiper, Park Assist, Sport Chrono Package Plus, Navigation, Bose, and Adaptive Sport Seats.  Brand new tires, All records from 2012 to now, Carfax shows great maintenance records before that.  Both keys, all books.  $93,295 MSRP


Please call or text 865-209-7387





































		"
"07-11-2017, 01:47 PM",Private Party,0,, 2002,Porsche,911,21000,Used, $22000, Grey,WP0CA29972S654055,Lakewood,CA, Cabriolet,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=999191,2002 Porsche Carrera Convertible,"2002 Porsche Carrera Convertible in immaculate condition. Always garaged and has never seen rain. Recently put over $10,000 in new convertible top and general maintenance. This car still smells new. The outside is Seal Gray and inside Gray Leather. Car is ready to go.
		"
"09-06-2017, 01:38 AM",Private Party,0,, 2014,Porsche,,15000,Used, $70000, Gray,,,, Cabriolet,Auto, PDK,2WD,,https://rennlist.com/forums/showthread.php?t=1024041,WTB 2012-14 911 Cab w/PDK,"WTB 2012-14 Porsche 911 Cab. First choice would be a GTS example. Color preferences are gray, white, silver with black interiors. May also consider 2S and 4S cabs if I can't find the right GTS. Higher the options, the better, lower the miles the better. No crash or fender bender cars. Cash buyer.

Please PM me with potentials.
		"
"08-07-2017, 05:50 PM",Private Party,0,, 2007,Porsche,911,28000,Used, $57000, Carmona Red Metallic,,,, Coupe,Manual, Manual - 6 speed,4WD,,https://rennlist.com/forums/showthread.php?t=1005237,"2007 Porsche C4, $30K in mods","Purchase Information:
Manufactured = 9/22/2006
Point of Entry = Porsche of Manhattan, NY (10/15/2006)
Original MSRP	= $83,400

Options:
- Bi-Xenon Lights
- ABS
- A/C
- Power (Brakes, Steering, Windows, Door Locks)
- Alarm
- Intermittant Wipers
- Leather Sport Seats
- Sunroof
- Cruise Control

Extras:
- Short-Shift Kit ($450)
- Alcantara Headliner ($300)
- Center console painted Body Color ($300)
- Pioneer AVIC-8100NEX head unit, phone integration, Android/iPhone Compatible ($2500)
- Fabspeed Performance Kit (Exhaust, Headers, Cats $5200)
- RUF 997 Front Bumper ($3500)
- 3M Road Gaurd ($1100)
- Vorsteiner Technik 997 V-GT Carbon Fiber Rear Wing ($2800)
- Champion Springs ($500)
- Champion Wheels ($8000)
- 5 mm Spacers ($370)
- Michelin Pilot Sports ($1600)
- Pressure sensing caps ($400)
- IPD Air Plenum ($950)
- GIAC Chip/Flash ($2400)
TOTAL EXTRAS:	$30,370

Performance Stats:
Base 3.6L 6 Cyclinder C4	= 325 hp / 273 ft-lbs torque
GIAC Performance S/W	= 10-15 hp / 10-15 ft-lbs torque
Fabspeed Performance Kit	= 12 hp / 12 ft-lbs torque
IPD Intake Plenum	= 24 hp / 24 ft-lbs torque
ESTIMATED TOTAL:	= 371-381 hp / 317-322 ft-lbs torque

Reason for selling . . . This is a second car and I work from home and have not been driving as much.  Great car all around, no issues, no stories, regularly maintained.  Open to all serious offers.
		"
"09-03-2017, 11:11 AM",Private Party,0,, 2016,Porsche,911,7214,Used, $118500, Jet Black Metallic,WP0AB2A95GS123170,Southeast,, Coupe,Manual, Manual - 6 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1023592,"2016 911.1 Carrera GTS - Manual, Aerokit, Jet Black - stunning","Just in time for fall driving season, presented here for sale is my one-owner 2016 GTS. Highly desirable spec with manual gearbox, Sport PASM, SportDesign package, alcantara/leather GTS interior, and sunroof. The combination of manual gearbox, sport exhaust, and Sport PASM make for an incredible driving experience. The Jet Black Metallic color is sublime - black except in direct sunlight where a dark blue/violet hue emerges. Highly reluctant sale but necessary to make way for incoming GT3.2. 
 
Key features and details:
- Original delivery date Dec 2015.
- Xpel Ultimate done prior to delivery- full front clip, rocker panels, and hips.   
- 7,214 miles at time of listing.
- Oil changes at 1,600 and 6,800 miles.
- 100% garage kept.
- No modifications, no dents, no dings.
- Car is located in Greenville, SC area. Great opportunity for Treffen Asheville fly and drive.






























Thanks for looking,
Mike
		"
"08-28-2017, 12:38 AM",Private Party,0,, 1992,Porsche,911,98000,Used, $49500, white,WP0AB2968NS420120,Miami,FL, Coupe,Manual, Manual - 5 speed,2WD, 964 C2,https://rennlist.com/forums/showthread.php?t=1021686,1992 C2 White Coupe,"for sale is a very nice and clean 1992 C2 coupe
5 speed
grand prix white exterior. body is in very nice condition. it has 2 barely noticeable dents in the front driver fender which i would have to point out to you. the rear spoiler has a crack in the plastic as most of them do. sits on a set of cup 1 reps with brand new continentals. the stance with the bilsteins and h&amp;r springs is perfect.
dark blue interior. almost looks black. in excellent condition. everything works as it should. driver seat showing very minor wear but that's it
i've known this car for a few years. it belonged to a buddy of mine who was slightly ocd to say the least. he put air conditioning in his garage when he bought this car just so it would sleep cool
car now has 98k miles. he did a complete motor rebuild at 88k miles. the engine runs perfect and does not drip a drop of oil.
a/c blows nice and cold
everything works on the car
please take a look at the list of repairs/mods on this car
carfax does show an accident back in 1996. i can not find any evidence of damage at all. there are parts of the car that were painted and cleared by the last owner but that was just because of his ocd. he would tell me about it as he was doing it when we met up at car meets.
this car is super clean. drives great. has brand new tires.
it is very much sorted. all the little bugs works out. turn key manual C2
i have the manuals, tools, spare
asking $57500 obo
car is located in hollywood, fl.
personal inspections encouraged. ppi can be arranged also
the next custodian of this car will be very happy
feel free to call with pedro with any questions 786-412-1172
sorry about the pics. i only have these pics of the car tonight. i will post many more pics tomorrow
		"
"09-06-2017, 01:16 PM",Private Party,0,, 2015,Porsche,911,14500,Used, $150000, white,,,, Coupe,Manual, Manual - 4 speed,2WD,,https://rennlist.com/forums/showthread.php?t=1024084,2015 cup Le mans winning car,"2015 cup car for sale in latest spec

Car has won 7 rounds this year and won the famous le mans Porsche support race with 65 x 991s on grid this year in front of 200k people 
 see video below


        You Tube
"
