Id,VIN,Model,MSRP,CreateDate
10346,WP0AC2A99ES183205,2014 Porsche 911 GT3,163540,2017-04-25 02:39:23.077000000
10347,WP0AB29997S730760,2007 Porsche Carrera 4S Coupe,102765,2017-04-25 02:52:25.823000000
10348,WP0AB29956S742905,2006 Porsche Carrera 4S Coupe,89225,2017-04-25 03:08:53.893000000
10349,WP0AA2A90HS106474,2017 Porsche 911 Carrera,116710,2017-04-25 03:22:32.607000000
10350,WP0AB2A95HS122313,2017 Porsche 911 Carrera S,128830,2017-04-25 03:31:34.080000000
10351,WP1AE2A27GLA64562,2016 Porsche Cayenne S E-Hybrid,91855,2017-04-25 03:34:42.933000000
10352,WP1AB2A26GLA95844,2016 Porsche Cayenne S,90370,2017-04-25 04:02:23.717000000
10353,WP0AB2A80EK191252,2014 Porsche Cayman S,87300,2017-04-25 04:41:54.297000000
10354,WP0AB2A88FK181876,2015 Porsche Cayman GTS,89970,2017-04-25 04:49:27.580000000
10355,WP0AB29956S743651,2006 Porsche Carrera S Coupe,95625,2017-04-25 04:50:44.303000000
10356,WP0AB2A82FK184367,2015 Porsche Cayman GTS,83405,2017-04-25 04:57:30.773000000
10357,WP0AB29997S731245,2007 Porsche Carrera S Coupe,96340,2017-04-25 05:17:27.217000000
10358,WP0AB2A84EK192470,2014 Porsche Cayman S,83990,2017-04-25 05:19:14.690000000
10359,WP0AB2A83GK185111,2016 Porsche Cayman GTS,93100,2017-04-25 05:46:58.043000000
10360,WP0AB2A8XGK186160,2016 Porsche Cayman S,90225,2017-04-25 06:08:17.340000000
10361,WP0AB29849U780481,2009 Porsche Cayman S,70835,2017-04-25 07:32:59.623000000
10362,WP0AA2A86EK170506,2014 Porsche Cayman,54885,2017-04-25 07:40:28.177000000
10363,WP0AA2A93ES107145,2014 Porsche 911 Carrera,110010,2017-04-25 11:25:17.843000000
10364,WP0CB29889S730140,2009 Porsche Boxster S,70585,2017-04-25 13:39:34.860000000
10365,WP1AB29P58LA53599,2008 Porsche Cayenne S,72530,2017-04-25 13:54:04.037000000
10366,WP0AD2A93FS166768,2015 Porsche 911 Turbo S,194320,2017-04-25 14:10:59.200000000
10367,WP0AB2A96GS122285,2016 Porsche 911 Carrera S,119215,2017-04-25 14:16:06.443000000
10368,WP0CB2A96FS154757,2015 Porsche 911 Carrera 4S Cabriolet,146470,2017-04-25 14:16:58.570000000
10369,WP0AB29943S687052,2003 Porsche 911 Turbo Coupe,121090,2017-04-25 16:01:08.873000000
10370,WP0AB29902S685605,2002 Porsche 911 Turbo Coupe,119900,2017-04-25 16:11:08.640000000
10371,WP0AB29901S687871,2001 Porsche 911 Turbo Coupe,128790,2017-04-25 16:54:35.020000000
10372,WP0AA29965S620118,2005 Porsche Carrera 4S Coupe,91830,2017-04-25 17:29:12.307000000
10373,WP0CA2A9XFS141416,2015 Porsche 911 Carrera Cabriolet,110360,2017-04-25 18:08:11.410000000
10374,WP0AB29826U784282,2006 Porsche Cayman S,65985,2017-04-25 19:25:12.970000000
10375,WP0AB29906S743640,2006 Porsche Carrera 4S Coupe,135755,2017-04-25 20:10:46.587000000
10376,WP0CB2A99DS157035,2013 Porsche 911 Carrera S Cabriolet,136915,2017-04-25 22:06:15.227000000
10377,WP1AD2A26DLA77558,2013 Porsche Cayenne GTS,98280,2017-04-25 23:19:43.100000000
10378,WP0AB29904S685378,2004 Porsche 911 Turbo Coupe,138095,2017-04-26 00:06:14.573000000
10379,WP0AC2A91FS183622,2015 Porsche 911 GT3,147260,2017-04-26 00:58:38.647000000
10380,WP0AA29975S620094,2005 Porsche Carrera 4S Coupe,88725,2017-04-26 02:19:52.307000000
10381,WP0AB29992S686445,2002 Porsche 911 Turbo Coupe,122585,2017-04-26 02:20:06.350000000
10382,WP0AB29936S743552,2006 Porsche Carrera 4S Coupe,101610,2017-04-26 02:26:02.930000000
10383,WP0AB29848U781225,2008 Porsche Cayman S,69190,2017-04-26 02:38:43.467000000
10384,WP0CD29988S788394,2008 Porsche 911 Turbo Cabriolet,151160,2017-04-26 02:41:04.883000000
10385,WP0AB29887U783381,2007 Porsche Cayman S,63150,2017-04-26 02:45:43
10386,WP0AB29806U780991,2006 Porsche Cayman S,72290,2017-04-26 02:54:14.307000000
10387,WP1AC29P95LA91944,2005 Porsche Cayenne Turbo,134355,2017-04-26 02:54:17.387000000
10388,WP0AB29826U785173,2006 Porsche Cayman S,73645,2017-04-26 04:51:48.900000000
10389,WP0AB29837U781750,2007 Porsche Cayman S,68245,2017-04-26 06:41:16.887000000
10390,WP0AD29947S786745,2007 Porsche 911 Turbo Coupe,128570,2017-04-26 06:47:29.693000000
10391,WP1AC2A27ELA80747,2014 Porsche Cayenne Turbo,125040,2017-04-26 07:35:05.300000000
10392,WP1AC2A27ELA81087,2014 Porsche Cayenne Turbo,124220,2017-04-26 07:44:39.307000000
10393,WP1AF2A57FLB90118,2015 Porsche Macan Turbo,89675,2017-04-26 08:04:19.503000000
10394,WP0AD2A99BS766396,2011 Porsche 911 Turbo S,163390,2017-04-26 09:54:41.860000000
10395,WP0AB2A8XEK193347,2014 Porsche Cayman S,72680,2017-04-26 14:56:04.783000000
10396,WP0AA2A98ES106928,2014 Porsche 911 Carrera,99280,2017-04-26 14:58:18.890000000
10397,WP0AA2A97ES106645,2014 Porsche 911 Carrera,100330,2017-04-26 14:59:49.613000000
10398,WP1AA2A20BLA04997,2011 Porsche Cayenne Tip E2 I,54775,2017-04-26 16:18:08.100000000
10399,WP1AA2A24CLA06558,2012 Porsche Cayenne Tiptronic,59505,2017-04-26 16:19:14.087000000
10400,WP1AA2A21GKA10742,2016 Porsche Cayenne,69900,2017-04-26 16:25:28.413000000
10401,WP1AA2A22BLA01633,2011 Porsche Cayenne Tip E2 I,58790,2017-04-26 16:26:45.780000000
10402,WP0AB2A98GS122160,2016 Porsche 911 Carrera GTS,138415,2017-04-26 16:59:22.080000000
10403,WP1AC2A22GLA88595,2016 Porsche Cayenne Turbo,127540,2017-04-26 20:21:30.103000000
10404,WP0AB29936S741851,2006 Porsche Carrera S Coupe,91400,2017-04-26 20:33:09.820000000
10405,WP0AB29992S686672,2002 Porsche 911 Turbo Coupe,119780,2017-04-26 22:14:27.577000000
10406,WP0AD29927S786226,2007 Porsche 911 Turbo Coupe,127520,2017-04-26 22:40:30.893000000
10407,WP0AD29957S785586,2007 Porsche 911 Turbo Coupe,146040,2017-04-26 22:51:27.570000000
10408,WP0AB29886U780124,2006 Porsche Cayman S,71425,2017-04-26 23:01:03.840000000
10409,WP0AD29988S783638,2008 Porsche 911 Turbo Coupe,151380,2017-04-26 23:23:19.390000000
10410,WP0AB29919S720615,2009 Porsche Carrera 4S Coupe,112135,2017-04-26 23:27:35.230000000
10411,WP0AD29997S784313,2007 Porsche 911 Turbo Coupe,136120,2017-04-26 23:49:06.710000000
10412,WP0AD29917S786251,2007 Porsche 911 Turbo Coupe,137088,2017-04-26 23:58:35.683000000
10413,WP0AD29997S784568,2007 Porsche 911 Turbo Coupe,145005,2017-04-27 00:04:04.143000000
10414,WP0AB2A97HS123950,2017 Porsche 911 Carrera S,127895,2017-04-27 01:57:35.240000000
10415,WP0CA2A99FS137101,2015 Porsche 911 Carrera Cabriolet,122885,2017-04-27 02:07:01.840000000
10416,WP0AB2A85CS780231,2012 Porsche Cayman Black Edition,75820,2017-04-27 02:24:58.423000000
10417,WP0AD2A90HS167377,2017 Porsche 911 Turbo,167295,2017-04-27 02:30:26.367000000
10418,WP1AF2A57FLB92404,2015 Porsche Macan Turbo,87955,2017-04-27 02:38:20.700000000
10419,WP1AE2A2XHLA73399,2017 Porsche Cayenne S E-Hybrid,89330,2017-04-27 03:15:37.270000000
10420,WP1AE2A24HLA74399,2017 Porsche Cayenne S E-Hybrid,90870,2017-04-27 03:18:57.627000000
10421,WP1AE2A29HLA71627,2017 Porsche Cayenne S E-Hybrid Platinum Ed,88380,2017-04-27 03:23:57.650000000
10422,WP0CB2A80HS241385,2017 Porsche 718 Boxster S,84890,2017-04-27 11:49:44.620000000
10423,WP0AB2A98ES122723,2014 Porsche 911 Carrera S,115440,2017-04-27 12:12:48.957000000
10424,WP0AB2A86GK186527,2016 Porsche Cayman GTS,87620,2017-04-27 14:18:05.890000000
10425,WP0AB29846U781562,2006 Porsche Cayman S,72940,2017-04-27 14:34:37.643000000
10426,WP0BA29929S728102,2009 Porsche Targa 4,97080,2017-04-27 15:33:20.737000000
10427,WP0AC29954S692744,2004 Porsche 911 GT3,102610,2017-04-27 15:35:28.060000000
10428,WP0AB2A82EK191818,2014 Porsche Cayman S,70765,2017-04-27 16:03:24.510000000
10429,WP0AB2A82EK192483,2014 Porsche Cayman S,78535,2017-04-27 16:04:05.137000000
10430,WP0AB29947S732223,2007 Porsche Carrera S Coupe,91320,2017-04-27 16:46:52.303000000
10431,WP0AA2A99AS706447,2010 Porsche Carrera 4 Coupe,115730,2017-04-27 16:53:11.097000000
10432,WP1AB29P24LA69107,2004 Porsche Cayenne S,61090,2017-04-27 17:19:17.540000000
10433,WP0CA29848U711929,2008 Porsche Boxster,50180,2017-04-27 17:50:51.783000000
10434,WP0AB2A98GS122904,2016 Porsche 911 Carrera GTS,145570,2017-04-27 19:29:33.430000000
10435,WP0AB29896U783419,2006 Porsche Cayman S,72050,2017-04-27 23:57:27.903000000
10436,WP0AB29857U780504,2007 Porsche Cayman S,63140,2017-04-28 00:00:26.570000000
10437,WP0AA29982S622481,2002 Porsche Carrera 4S Coupe,86470,2017-04-28 00:23:43.610000000
10438,WP1AB2A20BLA42176,2011 Porsche Cayenne S E2 I,77145,2017-04-28 01:01:31.800000000
10439,WP0AA29867U761074,2007 Porsche Cayman,55455,2017-04-28 02:30:33.710000000
10440,WP1AE2A23HLA70764,2017 Porsche Cayenne S E-Hybrid Platinum Ed,88660,2017-04-28 02:35:34.257000000
10441,WP1AD29P08LA71129,2008 Porsche Cayenne GTS Tiptronic,86425,2017-04-28 02:59:21.010000000
10442,WP1AD29PX9LA61399,2009 Porsche Cayenne GTS,86100,2017-04-28 03:00:10.580000000
10443,WP1AE2A22HLA71887,2017 Porsche Cayenne S E-Hybrid Platinum Ed,91495,2017-04-28 03:11:25.187000000
10444,WP1AE2A27HLA74235,2017 Porsche Cayenne S E-Hybrid,87630,2017-04-28 03:12:54.490000000
10445,WP1AD29P58LA75421,2008 Porsche Cayenne GTS Tiptronic,84355,2017-04-28 03:15:22.910000000
10446,WP0AD2A98HS167434,2017 Porsche 911 Turbo,169950,2017-04-28 03:43:21.533000000
10447,WP1AD29P39LA63320,2009 Porsche Cayenne GTS Tiptronic,74875,2017-04-28 04:23:48.223000000
10448,WP1AB29P86LA70104,2006 Porsche Cayenne Titanium,81840,2017-04-28 04:26:16.237000000
10449,WP1AB29PX4LA65354,2004 Porsche Cayenne S,63075,2017-04-28 04:27:34.943000000
10450,WP0AB29991S686993,2001 Porsche 911 Turbo Coupe,119000,2017-04-28 04:38:52.040000000
10451,WP0AB2A98ES121734,2014 Porsche 911 Carrera S,125600,2017-04-28 04:41:09.263000000
10452,WP0AB2A90CS122096,2012 Porsche The new 911 Carrera S,119375,2017-04-28 06:18:20.220000000
10453,WP0AD29937S784131,2007 Porsche 911 Turbo Coupe,130865,2017-04-28 06:19:58.583000000
10454,WP0AB2A94HS122397,2017 Porsche 911 Carrera 4S,139070,2017-04-28 11:57:55.170000000
10455,WP0AF2A78DL076242,2013 Porsche Panamera GTS,128160,2017-04-28 12:10:18.623000000
10456,WP0AB29988S732064,2008 Porsche Carrera 4S Coupe,105145,2017-04-28 12:42:39.103000000
10457,WP0AB29963S685142,2003 Porsche 911 Turbo Coupe,145775,2017-04-28 15:54:11.650000000
10458,WP0AB2A99BS720329,2011 Porsche Carrera S Coupe,109155,2017-04-28 19:59:00.963000000
10459,WP0AB2A94BS720562,2011 Porsche Carrera S Coupe,108660,2017-04-28 20:08:14.250000000
10460,WP1AE2A21ELA50590,2014 Porsche Cayenne S Hybrid,99365,2017-04-28 20:11:46.013000000
10461,WP0AB29958S730305,2008 Porsche 911 Carrera 4S,95245,2017-04-28 20:36:52.650000000
10462,WP0AB29827U781464,2007 Porsche Cayman S,62485,2017-04-28 20:40:06.433000000
10463,WP0AD2A97GS166354,2016 Porsche 911 Turbo S,201215,2017-04-28 20:49:08.203000000
10464,WP0CD2A92FS178712,2015 Porsche 911 Turbo S Cabriolet,205085,2017-04-28 20:50:17.903000000
10465,WP0BB2A99FS135647,2015 Porsche 911 Targa 4S,149075,2017-04-28 22:05:19.987000000
10466,WP0AB299X8S730865,2008 Porsche Carrera 4S Coupe,108695,2017-04-29 04:24:32.977000000
10467,WP0AC2A71EL073371,2014 Porsche Panamera Turbo S,198325,2017-04-29 04:37:23.837000000
10468,WP0AB2A98FS125817,2015 Porsche 911 Carrera GTS,132425,2017-04-29 04:59:05.003000000
10469,WP0AB2A98FS124943,2015 Porsche 911 Carrera GTS,141410,2017-04-29 05:05:06.140000000
10470,WP0AB29886U784111,2006 Porsche Cayman S,67895,2017-04-29 10:40:12.140000000
10471,WP0CB29968S776346,2008 Porsche Carrera C4S Cabriolet,110265,2017-04-29 14:13:09.170000000
10472,WP0AB29981S685625,2001 Porsche 911 Turbo Coupe,111065,2017-04-29 14:18:04.390000000
10473,WP0AD29968S783556,2008 Porsche 911 Turbo Coupe,162255,2017-04-29 14:57:25.407000000
10474,WP0AB299X2S685269,2002 Porsche 911 Turbo Coupe,131250,2017-04-29 15:41:32.460000000
10475,WP0AF2A74HL152285,2017 Porsche Panamera Turbo,214975,2017-04-29 19:49:36.960000000
10476,WP0AA2A99CS106269,2012 Porsche The new 911 Carrera,98130,2017-04-29 20:25:54.950000000
10477,WP0AD2A74CL045591,2012 Porsche Panamera S Hybrid,107120,2017-04-29 20:34:39.227000000
10478,WP0AC2A92FS184259,2015 Porsche 911 GT3,150765,2017-04-29 20:36:29.687000000
10479,WP0AC2A98FS189238,2015 Porsche 911 GT3,162915,2017-04-29 20:38:24.350000000
10480,WP0AB2A93ES121494,2014 Porsche 911 Carrera S,123275,2017-04-29 20:40:06.860000000
10481,WP0AB2A9XHS124476,2017 Porsche 911 Carrera S,128930,2017-04-29 21:10:25.747000000
10482,WP0AB2A95FS110319,2015 Porsche 911 Carrera S,119645,2017-04-30 00:12:42.173000000
10483,WP0AA2A90ES106325,2014 Porsche 911 Carrera,93895,2017-04-30 01:06:08.587000000
10484,WP0AA2A95FS106404,2015 Porsche 911 Carrera,102560,2017-04-30 01:16:19.500000000
10485,WP0AB29982S685979,2002 Porsche 911 Turbo Coupe,120990,2017-04-30 01:26:52.233000000
10486,WP1AB29P04LA68893,2004 Porsche Cayenne S,63800,2017-04-30 02:10:45.663000000
10487,WP0AB29985S740788,2005 Porsche Carrera S Coupe,86365,2017-04-30 02:42:21.257000000
10488,WP0AB29945S740254,2005 Porsche Carrera S Coupe,99300,2017-04-30 02:45:49.177000000
10489,WP0AB29996S740994,2006 Porsche Carrera S Coupe,99960,2017-04-30 02:49:12.047000000
10490,WP0AB29965S740384,2005 Porsche Carrera S Coupe,99300,2017-04-30 02:52:09.120000000
10491,WP0AB29955S740280,2005 Porsche Carrera S Coupe,99300,2017-04-30 03:01:47.867000000
10492,WP0AB29955S740697,2005 Porsche Carrera S Coupe,86735,2017-04-30 03:09:06.593000000
10493,WP0AB29956S740149,2006 Porsche Carrera S Coupe,93830,2017-04-30 03:18:29.477000000
10494,WP0AB29935S741542,2005 Porsche Carrera S Coupe,90700,2017-04-30 03:26:01.853000000
10495,WP0BA29967S745286,2007 Porsche Targa 4,104885,2017-04-30 03:41:47.253000000
10496,WP1AD2A20DLA76230,2013 Porsche Cayenne GTS,95495,2017-04-30 03:50:29.400000000
10497,WP0CA29917S765398,2007 Porsche Carrera Cabriolet,91070,2017-04-30 04:40:00.033000000
10498,WP0AB2A99DS122793,2013 Porsche 911 Carrera 4S,126880,2017-04-30 13:30:59.070000000
10499,WP0AD2A95ES166429,2014 Porsche 911 Turbo S,192350,2017-04-30 13:45:23.540000000
10500,WP0AD2A92ES167943,2014 Porsche 911 Turbo S,190105,2017-04-30 13:55:15.597000000
10501,WP0AB2A90CS720186,2012 Porsche 911 Carrera GTS,120080,2017-04-30 16:08:58.637000000
10502,WP1AC2A25CLA84762,2012 Porsche Cayenne Turbo E2,136035,2017-04-30 18:08:54.317000000
10503,WP1AD2A24DLA77719,2013 Porsche Cayenne GTS,108025,2017-04-30 18:16:28.550000000
10504,WP1AB29P64LA63441,2004 Porsche Cayenne S,68855,2017-04-30 18:20:01.543000000
10505,WP1AB29P84LA68057,2004 Porsche Cayenne S,66670,2017-04-30 18:22:31.363000000
10506,WP1AB29P75LA63109,2005 Porsche Cayenne S,63080,2017-04-30 18:29:13.953000000
10507,WP1AA29P55LA25610,2005 Porsche Cayenne Tiptronic,54195,2017-04-30 18:30:10.317000000
10508,WP1AC29P66LA90123,2006 Porsche Cayenne Turbo,104670,2017-04-30 18:35:02.297000000
10509,WP1AC29PX4LA91675,2004 Porsche Cayenne Turbo,92070,2017-04-30 18:57:51.367000000
10510,WP0AB2A95ES123117,2014 Porsche 911 Carrera S,120900,2017-04-30 19:56:43.170000000
10511,WP1AB2A52FLB60505,2015 Porsche Macan S,76015,2017-04-30 20:02:23.590000000
10512,WP0AB2A86BU780080,2011 Porsche Cayman S,75440,2017-04-30 21:41:26.047000000
10513,WP0AB298X9U780355,2009 Porsche Cayman S,75720,2017-04-30 21:49:12.400000000
10514,WP0AB29869U780451,2009 Porsche Cayman S,72975,2017-04-30 21:51:13.590000000
10515,WP0AB2A8XAU780632,2010 Porsche Cayman S,76005,2017-04-30 21:57:44.170000000
10516,WP1AB2A22GLA96750,2016 Porsche Cayenne S,94825,2017-04-30 23:19:43.500000000
10517,WP1AB2A21GLA93466,2016 Porsche Cayenne S,87940,2017-04-30 23:23:04.407000000
10518,WP1AB2A25GLA94992,2016 Porsche Cayenne S,107515,2017-04-30 23:26:41.470000000
10519,WP1AB2A23GLA92478,2016 Porsche Cayenne S,90590,2017-04-30 23:28:32.873000000
10520,WP0AD2A99ES168023,2014 Porsche 911 Turbo S,187970,2017-04-30 23:54:05.760000000
10521,WP0AD29988S783820,2008 Porsche 911 Turbo Coupe,138805,2017-05-01 00:22:20.847000000
10522,WP0AD29907S784734,2007 Porsche 911 Turbo Coupe,130165,2017-05-01 00:23:22.710000000
10523,WP1AA2A29DLA03334,2013 Porsche Cayenne Tip E2 I,65165,2017-05-01 00:55:49.330000000
10524,WP0AA29923S624101,2003 Porsche Carrera 4S Coupe,87020,2017-05-01 01:04:44.450000000
10525,WP1AF2A58FLB96543,2015 Porsche Macan Turbo,86575,2017-05-01 01:13:03.933000000
10526,WP0AB2A83FK182045,2015 Porsche Cayman GTS,86235,2017-05-01 01:47:38.283000000
10527,WP0AB29912S685967,2002 Porsche 911 Turbo Coupe,120040,2017-05-01 01:50:08.257000000
10528,WP1AB2A27GLA94220,2016 Porsche Cayenne S,91985,2017-05-01 02:16:14.913000000
10529,WP1AB2A21GLA96187,2016 Porsche Cayenne S,89175,2017-05-01 02:47:02.277000000
10530,WP0CA2A83ES120123,2014 Porsche Boxster,62790,2017-05-01 03:46:19.227000000
10531,WP0CA2A89FS120371,2015 Porsche Boxster,63960,2017-05-01 10:37:50.633000000
10532,WP0CA2A85FS121016,2015 Porsche Boxster,73155,2017-05-01 10:40:41.240000000
10533,WP0CA2A87GS120788,2016 Porsche Boxster,71930,2017-05-01 11:02:29.283000000
10534,WP0AB2A88HS285464,2017 Porsche 718 Cayman S,86935,2017-05-01 11:49:04
10535,WP0CA2A82HS220279,2017 Porsche 718 Boxster,72185,2017-05-01 11:51:15.710000000
10536,WP1AD2A2XDLA74551,2013 Porsche Cayenne GTS,103845,2017-05-01 12:22:24.640000000
10537,WP1AD2A2XELA76284,2014 Porsche Cayenne GTS,101260,2017-05-01 12:24:06.273000000
10538,WP0AB2A80AU780705,2010 Porsche Cayman S,80715,2017-05-01 12:38:43.647000000
10539,WP0CA2A97DS141516,2013 Porsche 911 Carrera Cabriolet,111045,2017-05-01 13:23:53.743000000
10540,WP0CB2A87HS241612,2017 Porsche 718 Boxster S,83165,2017-05-01 13:26:38.690000000
10541,WP1AD2A22ELA72780,2014 Porsche Cayenne GTS,104915,2017-05-01 14:08:04.893000000
10542,WP0AB29922S686075,2002 Porsche 911 Turbo Coupe,120995,2017-05-01 15:17:10.653000000
10543,WP0AD2A98HS167143,2017 Porsche 911 Turbo S,198405,2017-05-01 16:53:17.020000000
10544,WP0CB2A90CS754198,2012 Porsche Carrera C4S Cabriolet,132700,2017-05-01 17:52:59.383000000
10545,WP0AA2A84FK164110,2015 Porsche Cayman,63670,2017-05-01 18:18:50.630000000
10546,WP0AA29914S620929,2004 Porsche Carrera 4S Coupe,87310,2017-05-01 18:32:16.887000000
10547,WP1AC2A20ELA80430,2014 Porsche Cayenne Turbo,124470,2017-05-02 00:32:10.413000000
10548,WP1AD2A21DLA79346,2013 Porsche Cayenne GTS,93825,2017-05-02 01:15:01.260000000
10549,WP1AD2A23ELA72416,2014 Porsche Cayenne GTS,104085,2017-05-02 01:26:43.553000000
10550,WP1AA2A25GLA00788,2016 Porsche Cayenne,74610,2017-05-02 02:07:10.527000000
10551,WP0AD2A98CS766147,2012 Porsche 911 Turbo S,165760,2017-05-02 02:17:16.713000000
10552,WP0AD2A9XCS766327,2012 Porsche 911 Turbo S,169475,2017-05-02 02:20:27.460000000
10553,WP0AD2A99CS766531,2012 Porsche 911 Turbo S,165230,2017-05-02 02:23:09.563000000
10554,WP1AB2A21FLA56691,2015 Porsche Cayenne S,82615,2017-05-02 02:38:34.797000000
10555,WP1AE2A25GLA17367,2016 Porsche Cayenne S E-Hybrid,91995,2017-05-02 02:48:11.260000000
10556,WP1AE2A28GLA58043,2016 Porsche Cayenne S E-Hybrid,91755,2017-05-02 02:49:56.937000000
10557,WP1AB2A20GLA95791,2016 Porsche Cayenne S,89590,2017-05-02 03:11:04.893000000
10558,WP1AB2A28GLA92234,2016 Porsche Cayenne S,120210,2017-05-02 03:16:46.053000000
10559,WP0AB2A91DS122092,2013 Porsche 911 Carrera 4S,123620,2017-05-02 09:58:40.720000000
10560,WP0CB2A91DS155411,2013 Porsche 911 Carrera 4S Cabriolet,2420,2017-05-02 10:00:33.710000000
10561,WP0AA2A97FS106145,2015 Porsche 911 Carrera,94095,2017-05-02 12:12:51.100000000
10562,WP0CA2A91DS141575,2013 Porsche 911 Carrera Cabriolet (991),110385,2017-05-02 12:15:04.097000000
10563,WP1AB2A27BLA41817,2011 Porsche Cayenne S E2 I,78280,2017-05-02 14:15:43.567000000
10564,WP0CB2A87FS140843,2015 Porsche Boxster S,83805,2017-05-02 14:23:20.817000000
10565,WP0CA2A82HS220900,2017 Porsche 718 Boxster,69050,2017-05-02 15:11:05.150000000
10566,WP0CB2A98ES154693,2014 Porsche 911 Carrera 4S Cabriolet,136015,2017-05-02 15:46:11.697000000
10567,WP0CB2A99ES155206,2014 Porsche 911 Carrera 4S Cabriolet,151010,2017-05-02 15:47:59.850000000
10568,WP1AB2A25ELA56319,2014 Porsche Cayenne S,103265,2017-05-02 16:10:50.610000000
10569,WP1AB2A24BLA46313,2011 Porsche Cayenne S E2 I,80250,2017-05-02 16:23:39.753000000
10570,WP0CC2A82GS152820,2016 Porsche Boxster Spyder,110845,2017-05-02 16:27:53.967000000
10571,WP0CB2A85DS133645,2013 Porsche Boxster S,75185,2017-05-02 16:31:50.527000000
10572,WP1AB2A24DLA86541,2013 Porsche Cayenne S E2 I,86965,2017-05-02 16:35:59.650000000
10573,WP1AB2A29BLA55900,2011 Porsche Cayenne S E2 I,80160,2017-05-02 16:36:40.903000000
10574,WP1AA29P48LA13940,2008 Porsche Cayenne Tiptronic,61885,2017-05-02 16:39:39.420000000
10575,WP1AA2A20CLA09618,2012 Porsche Cayenne Tiptronic,60685,2017-05-02 16:44:59.420000000
10576,WP1AA2A20CLA02006,2012 Porsche Cayenne Tip E2 I,66360,2017-05-02 16:45:30.983000000
10577,WP0AB2A9XCS121859,2012 Porsche The new 911 Carrera S,105965,2017-05-02 17:29:17.300000000
10578,WP0AA2A82EK173306,2014 Porsche Cayman,68385,2017-05-02 17:42:55.223000000
10579,WP1AB2A25DLA80876,2013 Porsche Cayenne S E2 I,79995,2017-05-02 17:54:49.653000000
10580,WP0CA29865U711555,2005 Porsche Boxster,49995,2017-05-02 18:46:37.970000000
10581,WP1AD2A21ELA73029,2014 Porsche Cayenne GTS,96730,2017-05-02 19:54:06.240000000
10582,WP1AD2A23DLA70714,2013 Porsche Cayenne GTS,102015,2017-05-02 19:55:47.697000000
10583,WP1AC2A22CLA81401,2012 Porsche Cayenne Turbo,116350,2017-05-02 20:50:02.260000000
10584,WP0AA29944S622884,2004 Porsche Carrera 4S Coupe,91455,2017-05-02 20:53:44.380000000
10585,WP0AA29973S622490,2003 Porsche Carrera 4S Coupe,82740,2017-05-02 21:07:32.480000000
10586,WP0CD29929S773746,2009 Porsche 911 Turbo Cabriolet,155435,2017-05-02 21:53:19.357000000
10587,WP0AB2A94HS123064,2017 Porsche 911 Carrera 4S,159635,2017-05-02 21:56:47.540000000
10588,WP1AC29P65LA91383,2005 Porsche Cayenne Turbo,96010,2017-05-02 22:36:33.980000000
10589,WP1AC2A25ELA87499,2014 Porsche Cayenne Turbo S,157675,2017-05-02 23:06:00.400000000
10590,WP1AC2A20DLA90809,2013 Porsche Cayenne Turbo,129900,2017-05-02 23:06:39.543000000
10591,WP0AD2A9XGS166428,2016 Porsche 911 Turbo S,198335,2017-05-03 00:44:37.363000000
10592,WP0AA29958S711028,2008 Porsche Carrera Coupe,82070,2017-05-03 01:30:44.763000000
10593,WP0AA29887U762341,2007 Porsche Cayman,50260,2017-05-03 06:35:05.010000000
10594,WP0AB2A90CS121661,2012 Porsche The new 911 Carrera S,112165,2017-05-03 11:04:56.693000000
10595,WP1AC2A21BLA81842,2011 Porsche Cayenne Turbo E2,112925,2017-05-03 12:37:56.830000000
10596,WP0AC2A99FS189118,2015 Porsche 911 GT3,163425,2017-05-03 13:15:49.630000000
10597,WP1AC2A28GLA86544,2016 Porsche Cayenne Turbo S,186590,2017-05-03 13:41:36.900000000
10598,WP0CB2A81ES140948,2014 Porsche Boxster S,76755,2017-05-03 15:00:58.677000000
10599,WP0AC29937S792765,2007 Porsche 911 GT3,128165,2017-05-03 15:02:41.280000000
10600,WP0AB2A88FK184597,2015 Porsche Cayman GTS,102050,2017-05-03 15:46:36.277000000
10601,WP0AB29987S732144,2007 Porsche 911 Carrera 4S,134800,2017-05-03 18:04:50.883000000
10602,WP0AD2A99FS167018,2015 Porsche 911 Turbo,166030,2017-05-03 19:45:50.793000000
10603,WP0AC29917S793249,2007 Porsche 911 GT3,154225,2017-05-03 21:13:38.227000000
10604,WP0AB2A95ES121142,2014 Porsche 911 Carrera S,112710,2017-05-03 21:37:12.983000000
10605,WP0AB29991S686458,2001 Porsche 911 Turbo Coupe,127800,2017-05-04 00:15:38.993000000
10606,WP1AB2A24DLA81954,2013 Porsche Cayenne S,85925,2017-05-04 00:19:28.780000000
10607,WP0AB29967S733082,2007 Porsche Carrera S Coupe,94220,2017-05-04 00:21:38.527000000
10608,WP1AC2A2XGLA86626,2016 Porsche Cayenne Turbo S,171405,2017-05-04 02:06:34.347000000
10609,WP0AB29941S688053,2001 Porsche 911 Turbo Coupe,117410,2017-05-04 02:29:56.570000000
10610,WP0CC2A83GS152471,2016 Porsche Boxster Spyder,95950,2017-05-04 03:05:17.793000000
10611,WP0AB2A91DS121265,2013 Porsche 911 Carrera S,127310,2017-05-04 10:49:02.283000000
10612,WP1AF2A51FLB98652,2015 Porsche Macan Turbo,83215,2017-05-04 11:27:17.200000000
